anio,ent,mun,aut,aut_her,aut_fal,civ_det,civ_her,civ_fal,vic_her,vic_fal,let,tot
2023,16,058,mil,,,,,,,,#,2
2023,16,060,mil,1,1,,,,,,#,1
2023,16,061,mil,,,,,1,,,#,1
2023,16,068,mil,,,,,3,,,#,1
2023,16,069,mil,,,4,,1,,,#,1
2023,16,074,mil,,,,,1,,,#,1
2023,16,075,mil,,,,,3,,,#,2
2023,16,082,mil,,,1,,1,,,#,1
2023,16,084,mil,1,,,,1,,,#,1
2023,16,089,mil,,,,,1,,,#,5
2023,16,092,mil,,,,,1,,,#,1
2023,16,096,mil,1,,,,1,,,#,5
2023,16,102,mil,,,10,1,4,,,4,4
2023,16,105,mil,5,,,,,,,#,1
2023,16,106,mil,,,,,,,,#,1
2023,16,108,mil,,,,,1,,,#,1
2023,16,110,mil,,,,,,,,#,1
2023,16,112,mil,2,,,,5,,,#,4
2023,17,001,mil,1,,,,2,,,#,2
2023,17,007,mil,,,,,,,,#,1
2023,17,008,mil,1,,3,,,,,#,1
2023,17,009,mil,,,1,,,,,#,1
2023,19,003,mil,,,,,1,,,#,1
2023,19,005,mil,,,,,,,,#,2
2023,19,006,mil,,,,,,,,#,1
2023,19,014,mil,,,,,,,,#,2
2023,19,015,mil,,,,,6,,,#,2
2023,19,020,mil,,,,,,,,#,1
2023,19,026,mil,3,,,,,,,#,1
2023,19,039,mil,,,2,,1,,,#,2
2023,19,040,mil,,,,,,,,#,2
2023,19,044,mil,,,,,,,,#,1
2023,19,046,mil,1,,,,,,,#,1
2023,19,050,mil,,,,,,,,#,1
2023,20,006,mil,,,,,,,,#,1
2023,20,073,mil,,,,,,,,#,1
2023,20,184,mil,,,2,,1,,,#,1
2023,20,215,mil,,,,,,,,#,1
2023,20,397,mil,,,4,,,,,#,1
2023,20,409,mil,,,,,1,,,#,1
2023,20,482,mil,1,,1,1,,,,0,1
2023,21,004,mil,,,,,1,,,#,1
2023,21,023,mil,2,,,,,,,#,1
2023,21,041,mil,1,,,,,,,#,1
2023,21,063,mil,,,2,1,,,,0,4
2023,21,180,mil,,,,1,,,,0,1
2023,22,016,mil,,,,,,,,#,1
2023,23,004,mil,,,,,4,,,#,1
2023,23,005,mil,,,6,,1,,,#,1
2023,24,005,mil,,,,,,,,#,1
2023,24,010,mil,,,,,3,,,#,2
2023,24,015,mil,9,3,,,,,,#,2
2023,24,017,mil,,,2,,,,,#,1
2023,24,020,mil,2,,,,,,,#,1
2023,24,022,mil,,,,,4,,,#,2
2023,24,028,mil,1,,,,3,,,#,1
2023,24,040,mil,4,2,,,,,,#,1
2023,24,049,mil,1,1,,,9,,,#,1
2023,25,002,mil,1,1,,,,,,#,1
2023,25,003,mil,,,,,,,,#,1
2023,25,006,mil,11,3,24,4,17,,1,4.25,23
2023,25,009,mil,5,2,,,,,,#,4
2023,25,012,mil,,,,,,,,#,4
2023,25,013,mil,,,,,,,,#,1
2023,25,014,mil,,,,,,,,#,1
2023,25,015,mil,,,,,,1,,#,1
2023,25,017,mil,,1,3,,,,,#,2
2023,26,004,mil,6,,3,,2,,,#,6
2023,26,007,mil,,,1,,,,,#,2
2023,26,017,mil,,,7,4,2,1,,0.5,9
2023,26,018,mil,1,,8,4,5,,,1.25,5
2023,26,029,mil,,,6,1,1,,,1,5
2023,26,036,mil,2,,,3,4,,,1.333333333,3
2023,26,043,mil,,,,,1,,,#,2
2023,26,046,mil,6,1,,,,,,#,2
2023,26,047,mil,2,,1,,,,,#,2
2023,26,055,mil,,,,,1,,,#,1
2023,26,064,mil,1,1,,,,,,#,1
2023,26,065,mil,,,2,1,1,,,1,2
2023,26,069,mil,,,,,1,,,#,1
2023,26,070,mil,2,1,5,4,4,,,1,5
2023,27,004,mil,,,,,1,,,#,1
2023,27,008,mil,1,,,,1,,,#,2
2023,28,001,mil,,,12,,,,,#,1
2023,28,002,mil,,,3,1,,,,0,1
2023,28,010,mil,,,1,,2,,,#,1
2023,28,015,mil,,,,,3,,,#,2
2023,28,022,mil,,,1,1,5,,,5,5
2023,28,024,mil,,1,,,1,,,#,1
2023,28,025,mil,1,1,2,2,20,,,10,15
2023,28,027,mil,10,2,,,12,,,#,18
2023,28,032,mil,7,,4,,8,,,#,15
2023,28,033,mil,2,,,2,14,,,7,10
2023,28,035,mil,1,,3,,20,,,#,3
2023,28,037,mil,,,3,,1,,,#,3
2023,28,040,mil,,,,,,,,#,1
2023,29,006,mil,,,2,,,,,#,1
2023,29,039,mil,,,1,,,,,#,1
2023,30,039,mil,1,,4,,,,,#,1
2023,30,087,mil,,,2,2,,,,0,1
2023,30,105,mil,3,,1,,,,,#,1
2023,30,131,mil,,,5,,2,,,#,1
2023,30,192,mil,,,2,,,,,#,1
2023,30,193,mil,,,1,,,,,#,1
2023,30,207,mil,,,,,,,,#,1
2023,32,002,mil,,,,,,,,#,1
2023,32,010,mil,4,2,,1,,,1,0,2
2023,32,031,mil,,,5,,1,,,#,1
2023,32,034,mil,,,,,,,,#,1
2023,32,038,mil,3,,3,1,1,,,1,7
2023,32,042,mil,1,,,,,,,#,1
2023,32,046,mil,1,1,3,1,,,,0,4
2023,32,049,mil,,,1,,1,,,#,2
2023,32,054,mil,,,4,,,,,#,1
2023,32,055,mil,,,16,1,2,,,2,5
2024,07,020,mil,1,,13,1,5,,,5,1
2024,07,030,mil,1,,,,,,,#,2
2024,07,061,mil,4,1,,,,,,#,1
2024,07,087,mil,,,,,,,,#,1
2024,07,099,mil,,,,1,,,,0,1
2024,07,108,mil,,,,,,,,#,1
2024,07,116,mil,,,,,,,,#,1
2024,08,029,mil,,,,,,,,#,1
2024,11,020,mil,,,,,,1,,#,2
2024,11,031,mil,,,,,,,,#,1
2024,12,001,mil,1,,,,,,,#,1
2024,12,028,mil,1,,,,,,,#,1
2024,12,029,mil,1,,,,1,,,#,1
2024,12,048,mil,,,2,,,,,#,1
2024,12,061,mil,11,,,,,,,#,1
2024,13,013,mil,,,1,1,,,,0,1
2024,14,023,mil,1,,1,,1,,,#,1
2024,14,043,mil,,,,,,,,#,1
2024,14,045,mil,,,,,,,,#,1
2024,14,053,mil,,,,,,,,#,1
2024,14,056,mil,,,,,,,,#,1
2024,14,061,mil,,,,,3,,,#,1
2024,14,064,mil,,,,,,,,#,1
2024,14,067,mil,2,,2,2,,,,0,1
2024,14,068,mil,,,,1,,,,0,1
2024,14,073,mil,,,4,,1,,,#,2
2024,14,081,mil,,,4,,,,,#,1
2024,14,083,mil,,,,,,,,#,1
2024,14,093,mil,2,,,,,,,#,1
2024,14,098,mil,,,17,,1,,,#,1
2024,14,105,mil,,,,,,,,#,1
2024,15,033,mil,1,,3,1,,,,0,2
2024,15,121,mil,,,,,,,,#,1
2024,16,006,mil,,,,1,,,,0,2
2024,16,008,mil,,,4,,,,,#,1
2024,16,019,mil,,,,,14,,,#,2
2024,16,025,mil,,,,,2,,,#,1
2024,16,038,mil,,,,,,,,#,1
2024,16,055,mil,1,,1,,,,,#,2
2024,16,058,mil,,,,,1,,,#,1
2024,16,069,mil,1,1,,,1,,,#,2
2024,16,071,mil,,,,,,,,#,1
2024,16,096,mil,,,3,,,,,#,1
2024,16,102,mil,1,,5,,1,,,#,3
2024,16,106,mil,1,,,,,,,#,1
2024,16,110,mil,,,,,2,,,#,1
2024,17,007,mil,,,,,,,,#,1
2024,17,009,mil,,,,,,,,#,2
2024,18,005,mil,,,,,,,,#,1
2024,19,021,mil,,,,,,,,#,1
2024,21,063,mil,1,,,,,,,#,2
2024,21,114,mil,,,,,,,,#,1
2024,22,016,mil,,,2,,,,1,#,2
2024,24,017,mil,,,4,1,1,,,1,1
2024,24,020,mil,,,,1,,,,0,3
2024,24,024,mil,,,4,,,,,#,1
2024,25,006,mil,,,,,,,,#,2
2024,25,009,mil,,,,,,,,#,2
2024,26,017,mil,,,1,,,,,#,1
2024,26,018,mil,,,,,,,,#,1
2024,26,029,mil,,,1,,1,,,#,1
2024,26,055,mil,,,13,,2,,,#,1
2024,26,060,mil,,,,,,,,#,1
2024,26,070,mil,,,,,,,,#,1
2024,27,001,mil,,,3,,,,,#,1
2024,27,002,mil,,,4,,2,,,#,2
2024,27,004,mil,1,,16,2,3,,,1.5,1
2024,28,022,mil,1,,1,,,,,#,2
2024,28,027,mil,1,1,,,2,,,#,3
2024,29,006,mil,,,,,,,,#,1
2024,30,175,mil,,,,,,,,#,1
2024,32,005,mil,,,,,,1,,#,1
2024,32,010,mil,,,,,,,,#,1
2024,32,031,mil,,,,,,,,#,1
2024,32,055,mil,1,,1,2,,,,0,2
2007,02,004,SD,,1,,,,,,#,1
2007,05,035,SD,1,3,,,,,,#,1
2007,10,005,SD,1,,1,1,,,,0,3
2007,10,018,SD,,,,1,1,,,1,1
2007,10,026,SD,,,3,,,,,#,1
2007,10,034,SD,,,,1,2,,,2,2
2007,11,017,SD,,,,2,1,,,0.5,1
2007,12,074,SD,,,1,,,,,#,1
2007,16,006,SD,1,,10,,4,,,#,2
2007,16,013,SD,3,5,,,1,,,#,1
2007,16,053,SD,,,,,1,,,#,1
2007,18,017,SD,,,3,2,,,,0,1
2007,19,006,SD,,,9,,,,,#,1
2007,19,009,SD,,,,1,,,,0,1
2007,19,011,SD,1,,,,,,,#,1
2007,19,033,SD,,,,,,,,#,1
2007,19,038,SD,,,,1,,,,0,1
2007,20,059,SD,,,10,,,,,#,2
2007,20,141,SD,,,,,,,,#,1
2007,20,208,SD,,,,,,,,#,1
2007,20,413,SD,,,,1,1,,,1,1
2007,22,014,SD,,,,,3,,,#,1
2007,24,040,SD,,,,,1,,,#,1
2007,25,006,SD,,2,,,1,,,#,2
2007,25,007,SD,,,,,3,,,#,1
2007,25,015,SD,,,,,,,,#,1
2007,25,016,SD,1,1,,1,1,,,1,1
2007,26,018,SD,,,,,,,,#,1
2007,26,043,SD,1,,,,,,,#,2
2007,26,049,SD,,1,,1,1,,,1,1
2007,28,007,SD,,,2,,,,,#,1
2007,28,012,SD,,,1,,,,,#,1
2007,28,022,SD,2,,,,,,,#,2
2007,28,027,SD,1,1,,,,,,#,1
2007,28,032,SD,,,,,,,,#,1
2007,28,041,SD,,,,,,,,#,1
2007,30,192,SD,,,,,,,,#,1
2007,32,048,SD,,,,2,,,,0,1
2008,01,007,SD,,1,,2,1,,,0.5,1
2008,02,004,SD,2,1,8,1,4,,,4,5
2008,05,002,SD,,,,,1,,,#,1
2008,05,020,SD,,,,,,,,#,1
2008,05,035,SD,,,,2,3,,,1.5,2
2008,08,017,SD,1,,7,2,3,,,1.5,4
2008,08,019,SD,5,1,,3,6,,,2,1
2008,08,031,SD,,,,1,,,,0,1
2008,08,037,SD,1,1,11,2,6,,,3,7
2008,08,066,SD,2,1,,,3,,,#,1
2008,10,005,SD,,,3,,1,,,#,3
2008,10,006,SD,,1,,,,,,#,1
2008,10,007,SD,,,,,,,,#,1
2008,10,012,SD,,,,,,,,#,1
2008,10,014,SD,,,6,,1,,,#,1
2008,10,026,SD,,,,,,,,#,1
2008,10,034,SD,,,,,,,,#,1
2008,10,038,SD,3,,,,1,,,#,1
2008,11,017,SD,,,,,,,,#,1
2008,11,031,SD,2,,,1,3,,,3,1
2008,12,007,SD,1,1,5,,10,,,#,2
2008,12,035,SD,,,,,,,,#,1
2008,12,048,SD,,,,,1,,,#,1
2008,12,057,SD,,,,,,,,#,1
2008,12,058,SD,,,,,3,,,#,1
2008,12,068,SD,,,1,,,,,#,1
2008,13,048,SD,,,,1,1,,,1,1
2008,16,038,SD,1,,,1,1,,,1,2
2008,16,052,SM,2,,,,,,,#,1
2008,16,053,SD,,,3,,,,,#,1
2008,16,064,SD,1,1,,,2,,,#,1
2008,16,083,SD,,,1,1,,,,0,1
2008,16,096,SD,,,4,,,,,#,1
2008,16,102,SD,,,,,1,,,#,1
2008,16,107,SD,1,,,,,,,#,1
2008,17,001,SD,,,,,,,,#,1
2008,18,020,SD,4,,,,1,,,#,1
2008,19,005,SD,,,,1,,,,0,2
2008,19,013,SD,,,2,,,,,#,1
2008,19,026,SD,1,,,,,,,#,1
2008,19,031,SD,,,,,,,,#,1
2008,19,033,SD,,,,,,,,#,1
2008,19,039,SD,,,2,,,,,#,1
2008,19,046,SD,,,,,,,,#,1
2008,20,043,SD,,,,,2,,,#,1
2008,20,057,SD,,,,,,,,#,1
2008,20,059,SD,,,2,,1,,,#,2
2008,25,006,SD,1,,,,1,,,#,1
2008,25,015,SD,,,1,,,,,#,1
2008,25,017,SD,2,,,,1,,,#,1
2008,25,018,SD,,,,,,,,#,1
2008,26,004,SD,2,,,,1,,,#,1
2008,26,029,SD,,,,,,,,#,1
2008,26,052,SD,,,,,,,,#,1
2008,26,059,SD,,,1,,,,,#,1
2008,27,007,SD,,,,2,2,,,1,1
2008,27,017,SD,,,,1,,,,0,1
2008,28,003,SD,,,,,,,,#,1
2008,28,005,SD,,1,,,,,,#,1
2008,28,009,SD,4,1,,,1,,,#,4
2008,28,022,SD,2,,20,1,3,,,3,6
2008,28,024,SD,3,1,,,,,,#,1
2008,28,032,SD,4,1,14,,1,,,#,8
2008,28,033,SD,5,,,,,,,#,2
2008,30,124,SD,,1,,2,3,,,1.5,1
2008,30,131,SD,,,,,,,,#,2
2008,30,161,SD,,1,,,,,,#,1
2008,30,189,SD,,,,1,,,,0,1
2008,32,017,SD,,,,1,,,,0,1
2008,32,051,SD,2,,,,2,,,#,1
2009,02,004,SD,2,,9,,3,,,#,5
2009,05,002,SD,,,2,,,,,#,1
2009,05,009,SD,3,,4,4,4,,,1,1
2009,05,035,SD,5,,4,1,,,,0,4
2009,07,019,SD,,,3,3,1,,,0.333333333,1
2009,07,074,SD,,,3,,3,,,#,1
2009,07,087,SM,1,,,,,,,#,1
2009,08,005,SD,,,1,1,,,,0,1
2009,08,017,SD,,,1,,1,,,#,1
2009,08,019,SD,1,,10,1,1,,,1,4
2009,08,020,SD,1,,4,,,,,#,1
2009,08,023,SD,1,1,2,,,,,#,1
2009,08,029,SD,,,,,1,,,#,1
2009,08,030,SD,1,,,,,,,#,1
2009,08,037,SD,3,2,32,4,27,,,6.75,11
2009,08,050,SD,1,,,,,,,#,1
2009,08,053,SD,,,,,,,,#,1
2009,08,065,SD,,,,,,,,#,1
2009,10,001,SD,,,,,,,,#,1
2009,10,004,SD,1,,,,10,,,#,1
2009,10,005,SD,2,,5,3,5,,,1.666666667,3
2009,10,007,SD,4,,4,1,1,,,1,3
2009,10,023,SD,5,2,5,,1,,,#,4
2009,10,025,SD,1,,,,5,,,#,2
2009,10,032,SD,,,1,1,,,,0,1
2009,10,033,SD,,,1,,,,,#,1
2009,10,034,SD,,,,,1,,,#,1
2009,10,035,SD,,,,,1,,,#,1
2009,11,007,SD,,,3,,4,,,#,1
2009,11,017,SD,1,,3,,,,,#,1
2009,12,001,SD,9,2,1,1,16,,,16,1
2009,12,003,SD,,,3,1,,,,0,1
2009,12,006,SD,2,,,1,,,,0,1
2009,12,011,SD,2,,,,2,,,#,1
2009,12,022,SD,1,,2,,1,,,#,2
2009,12,029,SD,,,,,2,,,#,1
2009,12,048,SD,,,,,,,,#,1
2009,12,050,SD,,,1,,1,,,#,2
2009,12,054,SD,1,1,9,,16,,,#,3
2009,12,057,SD,,,,,,,,#,2
2009,12,062,SD,,,5,,2,,,#,1
2009,12,067,SD,,,,,1,,,#,1
2009,12,073,SD,,,4,,8,,,#,2
2009,14,055,SD,1,,16,,4,,,#,1
2009,14,087,SD,,,,,,,,#,1
2009,14,097,SD,,,23,,1,,,#,2
2009,14,100,SD,2,,,,,,,#,1
2009,14,120,SD,,,11,1,,,,0,1
2009,15,040,SD,,,4,,,,,#,1
2009,15,123,SD,,,2,,1,,,#,1
2009,16,001,SD,,,2,1,,,,0,1
2009,16,012,SD,2,1,,,1,,,#,1
2009,16,030,SD,,,,1,2,,,2,1
2009,16,038,SD,1,,1,,1,,,#,1
2009,16,064,SD,,,,,1,,,#,1
2009,16,066,SD,,,3,,,,,#,1
2009,16,068,SD,,,1,,,,,#,1
2009,16,069,SD,,,7,2,,,,0,1
2009,16,085,SD,,,1,1,,,,0,1
2009,16,088,SD,,,6,,1,,,#,1
2009,16,095,SD,,,,,2,,,#,1
2009,16,108,SD,,,2,2,1,,,0.5,2
2009,16,112,SD,,,3,,1,,,#,2
2009,17,007,SD,2,,1,1,,,,0,4
2009,17,007,SM,,1,,,1,,,#,1
2009,17,017,SD,,,,,,,,#,1
2009,18,020,SD,,,1,,,,,#,2
2009,19,006,SD,,,6,,,,,#,2
2009,19,021,SD,2,,4,,3,,,#,3
2009,19,023,SD,,,3,1,,,,0,1
2009,19,026,SD,,,8,1,,,,0,1
2009,19,031,SD,2,,6,6,6,,,1,1
2009,19,034,SD,,,,,6,,,#,1
2009,19,039,SD,,,14,,,,,#,2
2009,19,046,SD,5,,9,3,4,,,1.333333333,2
2009,19,049,SD,3,,1,1,5,,,5,1
2009,20,059,SD,,,3,,,,,#,1
2009,21,114,SD,,,,,,,,#,1
2009,24,020,SD,,,,,1,,,#,2
2009,25,002,SD,,,,,,,,#,1
2009,25,003,SD,3,,,,4,,,#,1
2009,25,003,SM,,1,,,,,,#,1
2009,25,006,SD,1,,1,,1,,,#,2
2009,25,012,SD,1,,7,,2,,,#,1
2009,25,016,SD,1,,10,1,,,,0,2
2009,25,018,SD,,,,,1,,,#,1
2009,26,002,SD,1,,,,,,,#,1
2009,26,003,SD,,,9,,,,,#,1
2009,26,019,SD,,,,,,,,#,1
2009,26,030,SD,,,,,,,,#,1
2009,26,042,SD,,,,,,,,#,1
2009,26,043,SD,1,,2,,,,,#,3
2009,26,044,SD,,,4,,1,,,#,1
2009,26,069,SD,1,,,,,,,#,1
2009,27,004,SD,1,,10,1,1,,,1,1
2009,27,005,SD,2,,,,,,,#,1
2009,27,017,SD,,,2,,,,,#,1
2009,28,022,SD,4,1,11,3,5,,,1.666666667,9
2009,28,024,SD,,,1,,2,,,#,2
2009,28,027,SD,7,,26,7,9,,,1.285714286,12
2009,28,032,SD,11,,30,9,8,,,0.888888889,16
2009,28,033,SD,3,1,,1,1,,,1,2
2009,28,035,SM,1,,,,,,,#,1
2009,28,038,SD,4,,7,,3,,,#,4
2009,28,040,SD,,,,1,,,,0,2
2009,28,041,SD,,,4,,,,,#,2
2009,30,039,SD,,,,,,,,#,1
2009,30,118,SD,1,,1,1,,,,0,1
2009,30,141,SD,,,4,,,,,#,1
2009,32,003,SD,,,2,,,,,#,1
2009,32,010,SD,2,1,6,3,4,,,1.333333333,1
2009,32,042,SD,3,,19,,2,,,#,3
2009,32,047,SD,,,8,,5,,,#,1
2009,32,049,SD,,,2,1,3,,,3,3
2009,32,056,SD,,,9,,,,,#,1
2010,01,004,SD,,,1,1,,,,0,1
2010,01,007,SD,,,3,,1,,,#,1
2010,02,004,SD,,,2,,1,,,#,1
2010,04,003,SD,,,6,,,,,#,1
2010,05,002,SD,,,3,2,,,,0,2
2010,05,009,SD,,,,,,,,#,1
2010,05,013,SD,,,,,,,,#,1
2010,05,025,SD,1,1,3,,,,,#,1
2010,05,030,SD,,,6,,3,,,#,2
2010,05,035,SD,6,,13,1,9,,,9,11
2010,06,007,SM,3,,,,8,,,#,1
2010,07,074,SD,,,,,,,,#,1
2010,07,116,SD,,,1,1,,,,0,1
2010,08,002,SD,,,,,,,,#,1
2010,08,019,SD,2,2,16,1,5,,,5,7
2010,08,021,SD,,,1,1,1,,,1,1
2010,08,029,SD,,,3,,,,,#,1
2010,08,031,SD,2,,,,,,,#,1
2010,08,035,SD,,,,,,,,#,1
2010,08,036,SD,1,,4,,2,,,#,1
2010,08,037,SD,2,,5,1,4,,,4,10
2010,08,040,SD,,,,,9,,,#,2
2010,08,041,SD,,,,,,,,#,1
2010,08,043,SD,,,1,,,,,#,1
2010,08,048,SD,,,2,,1,,,#,1
2010,08,053,SD,,,8,,,,,#,1
2010,08,065,SD,,,2,2,,,,0,1
2010,10,001,SD,1,,4,,,,,#,2
2010,10,004,SD,,,,,,,,#,2
2010,10,005,SD,,,6,3,1,,,0.333333333,4
2010,10,007,SD,,,19,2,4,,,2,9
2010,10,008,SD,,,1,1,,,,0,1
2010,10,009,SD,,,4,1,3,,,3,1
2010,10,012,SD,,,,1,1,,,1,2
2010,10,014,SD,,,1,1,,,,0,1
2010,10,019,SD,,,,,1,,,#,1
2010,10,020,SD,,,3,,,,,#,1
2010,10,022,SD,,,,,6,,,#,2
2010,10,023,SD,1,,3,,4,,,#,4
2010,10,024,SD,,,3,,,,,#,1
2010,10,026,SD,8,1,2,1,14,,,14,4
2010,10,032,SD,3,,1,1,12,,,12,2
2010,10,034,SD,1,,,,,,,#,2
2010,10,035,SD,,,,,2,,,#,1
2010,10,038,SD,1,,,,,,,#,1
2010,12,001,SD,3,1,8,1,4,,,4,6
2010,12,003,SD,,1,,,10,,,#,2
2010,12,006,SD,,,3,,3,,,#,2
2010,12,017,SD,,,2,2,1,,,0.5,1
2010,12,022,SD,,,1,,,,,#,1
2010,12,023,SD,,,2,,1,,,#,1
2010,12,027,SD,,,,,,,,#,1
2010,12,028,SD,,,4,1,,,,0,1
2010,12,038,SD,,,2,1,,,,0,1
2010,12,040,SD,,,4,1,,,,0,1
2010,12,048,SD,,,4,1,2,,,2,3
2010,12,048,SM,,,,,,,,#,1
2010,12,051,SD,,,,,,,,#,1
2010,12,054,SD,,,,,8,,,#,3
2010,12,055,SD,,,,,15,,,#,1
2010,12,057,SM,,,,,,,,#,1
2010,12,058,SD,,,,,2,,,#,2
2010,12,064,SD,,,4,,1,,,#,2
2010,12,071,SD,,,9,1,,,,0,1
2010,12,072,SD,,,,,1,,,#,1
2010,12,073,SD,,,,,1,,,#,1
2010,14,039,SD,2,1,,,2,,,#,2
2010,14,042,SD,,,,,,,,#,1
2010,14,061,SD,,,5,2,1,,,0.5,1
2010,14,069,SD,,,,,,,,#,1
2010,14,080,SD,1,2,2,,2,,,#,1
2010,14,084,SD,,,,,,,,#,1
2010,14,087,SD,,,,,,,,#,1
2010,14,094,SD,,,2,,2,,,#,1
2010,14,120,SD,,,8,,1,,,#,1
2010,15,037,SD,,,15,2,2,,,1,1
2010,15,105,SD,,,,,1,,,#,1
2010,16,006,SD,,,,,,,,#,1
2010,16,012,SD,,,,,,,,#,1
2010,16,014,SD,2,,,,,,,#,1
2010,16,014,SM,1,1,,,4,,,#,1
2010,16,015,SD,,,2,2,,,,0,1
2010,16,030,SD,,,,,,,,#,1
2010,16,033,SD,,,,1,,,,0,1
2010,16,052,SM,,,,,,,,#,1
2010,16,053,SD,,,13,,1,,,#,1
2010,16,055,SD,,,,,,,,#,1
2010,16,066,SD,,,,,,,,#,2
2010,16,069,SD,7,1,,,7,,,#,2
2010,16,070,SD,,,1,1,,,,0,1
2010,16,083,SD,,,,,2,,,#,3
2010,16,089,SD,4,,1,,3,,,#,1
2010,16,095,SD,1,,,,3,,,#,1
2010,16,108,SD,,,,,,,,#,1
2010,16,112,SD,,,,,,,,#,1
2010,17,007,SD,,,,,,,,#,1
2010,17,009,SD,,,,,,,,#,1
2010,17,011,SD,,,11,,,,,#,2
2010,17,018,SD,,,1,,,,,#,1
2010,17,029,SD,,,,,,,,#,1
2010,18,008,SD,,,,,1,,,#,1
2010,18,010,SD,1,,10,1,5,,,5,2
2010,18,017,SD,11,1,11,1,20,,,20,6
2010,19,003,SD,2,,2,,2,,,#,2
2010,19,004,SD,5,,,,2,,,#,1
2010,19,005,SD,1,2,,,8,,,#,4
2010,19,006,SD,6,1,5,,1,,,#,3
2010,19,006,SM,1,,,,,,,#,1
2010,19,009,SD,,,2,1,2,,,2,4
2010,19,010,SD,,,3,,,,,#,1
2010,19,011,SD,,,,,7,,,#,2
2010,19,013,SD,1,,,,5,,,#,3
2010,19,014,SD,1,2,,,4,,,#,1
2010,19,015,SD,,,3,,7,,,#,4
2010,19,018,SD,,,2,,1,,,#,1
2010,19,019,SD,2,,,,,,,#,1
2010,19,020,SD,,,4,,10,,,#,5
2010,19,021,SD,,,,,,,,#,1
2010,19,022,SD,6,,,,4,,,#,3
2010,19,023,SD,2,,,,13,,,#,3
2010,19,026,SD,1,,24,2,5,,,2.5,5
2010,19,027,SD,1,,,,1,,,#,1
2010,19,028,SD,,,,,1,,,#,1
2010,19,031,SD,2,,9,1,16,,,16,5
2010,19,033,SD,1,,,,,,,#,1
2010,19,035,SD,,,,,1,,,#,1
2010,19,037,SD,,,,,3,,,#,1
2010,19,038,SD,2,,7,3,2,,,0.666666667,1
2010,19,039,SD,10,1,58,10,17,,,1.7,35
2010,19,040,SD,,,,,2,,,#,2
2010,19,042,SD,1,,,,3,,,#,2
2010,19,044,SD,,,,,5,,,#,2
2010,19,045,SD,,,,,,,,#,1
2010,19,046,SD,,,1,,1,,,#,2
2010,19,048,SD,,,,1,7,,,7,3
2010,19,048,SM,2,1,,,,,,#,2
2010,19,049,SD,,,7,,1,,,#,3
2010,19,050,SD,1,,,,2,,,#,2
2010,20,148,SD,1,,,,,,,#,1
2010,20,184,SD,2,,,,6,,,#,1
2010,24,003,SD,,,,1,,,,0,1
2010,24,012,SD,1,,,,2,,,#,1
2010,24,013,SD,,,2,,2,,,#,3
2010,24,020,SD,,1,,,1,,,#,1
2010,24,024,SD,3,1,11,2,,,,0,2
2010,24,028,SD,2,,14,,3,,,#,6
2010,24,035,SD,,,4,,,,,#,1
2010,24,055,SD,,,1,,2,,,#,1
2010,25,001,SD,,,8,,1,,,#,6
2010,25,003,SD,1,,6,1,1,,,1,1
2010,25,005,SD,,,,,1,,,#,1
2010,25,006,SD,,,12,2,1,,,0.5,8
2010,25,006,SM,,,,,,,,#,1
2010,25,007,SD,,1,,,3,,,#,2
2010,25,010,SD,,,,,1,,,#,2
2010,25,011,SD,,,7,,,,,#,1
2010,25,012,SD,,1,5,,,,,#,2
2010,25,012,SM,1,,,,,,,#,1
2010,25,013,SD,,,3,,2,,,#,1
2010,25,014,SD,,,1,,,,,#,1
2010,25,016,SD,,,2,,,,,#,2
2010,25,017,SD,,,3,,,,,#,2
2010,25,018,SD,,,15,,,,,#,5
2010,26,014,SD,,,,,,,,#,1
2010,26,018,SD,,,2,,1,,,#,1
2010,26,019,SD,,,3,,,,,#,1
2010,26,030,SD,,,,,,,,#,1
2010,26,033,SD,,,,,,,,#,1
2010,26,043,SD,,,11,2,1,,,0.5,3
2010,26,060,SD,1,,4,,1,,,#,5
2010,27,002,SD,1,,4,,,,,#,2
2010,27,005,SD,,,1,,,,,#,1
2010,27,015,SD,,,4,1,2,,,2,2
2010,28,003,SD,1,,,,,,,#,3
2010,28,007,SD,3,2,,,3,,,#,7
2010,28,009,SD,2,,4,,3,,,#,3
2010,28,009,SM,1,,,,,,,#,2
2010,28,010,SD,,,,,,,,#,1
2010,28,012,SD,,,2,1,3,,,3,7
2010,28,014,SD,8,,11,3,33,,,11,14
2010,28,015,SD,6,1,2,,12,,,#,5
2010,28,016,SD,4,,1,,,,,#,1
2010,28,018,SD,,,1,,1,,,#,1
2010,28,021,SD,2,,1,,,,,#,2
2010,28,022,SD,10,2,9,3,9,,,3,12
2010,28,022,SM,10,4,7,,8,,,#,10
2010,28,023,SD,4,,,,,,,#,3
2010,28,024,SD,12,4,6,5,51,,,10.2,14
2010,28,025,SD,7,3,27,4,29,,,7.25,14
2010,28,025,SM,1,,,,4,,,#,1
2010,28,027,SD,17,2,12,3,78,,,26,47
2010,28,030,SD,,,,,,,,#,1
2010,28,032,SD,21,8,22,6,82,,1,13.66666667,60
2010,28,032,SM,,4,22,,9,,,#,3
2010,28,033,SD,5,,9,,7,,,#,5
2010,28,034,SD,1,,,,,,,#,1
2010,28,035,SD,7,,11,1,14,,,14,11
2010,28,035,SM,,1,,,,,,#,3
2010,28,038,SD,3,,8,,5,,,#,7
